id,name,chamber,party,state,electorate,occupation,sector_hint,source
316935,"DOLEGA, Josh",Senator,Australian Labor Party,Tas,,WHS Lead Organiser (CPSU - PSU Group) from 2018 to 2025.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/316935
316935,"DOLEGA, Josh",Senator,Australian Labor Party,Tas,,Tax Officer at the Australian Taxation Office from 2005 to 2018.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/316935
55842,"DOWLING, Richard",Senator,Australian Labor Party,Tas,,"Director at Meta, 2024.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/55842
55842,"DOWLING, Richard",Senator,Australian Labor Party,Tas,,Senior Director and Head of Asia Pacific at VMware from 2020 to 2024.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/55842
55842,"DOWLING, Richard",Senator,Australian Labor Party,Tas,,Chief Economist and Head of Global Affairs at The Faraday Grid from 2017 to 2019.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/55842
55842,"DOWLING, Richard",Senator,Australian Labor Party,Tas,,Government Affairs at Baxter Healthcare from 2014 to 2017.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/55842
55842,"DOWLING, Richard",Senator,Australian Labor Party,Tas,,"Senior Economic Adviser to the Premier, the Hon. L Giddings, MHA (Tas.) from 2010 to 2014.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/55842
55842,"DOWLING, Richard",Senator,Australian Labor Party,Tas,,Chief Economist at the Tasmanian Chamber of Commerce and Industry from 2007 to 2010.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/55842
55842,"DOWLING, Richard",Senator,Australian Labor Party,Tas,,Policy Analyst at the Department of Treasury & Finance (Tas.) from 2002 to 2007.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/55842
55842,"DOWLING, Richard",Senator,Australian Labor Party,Tas,,Cook at KFC from 1999 to 2002.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/55842
299962,"DOYLE, Mary",Member,Australian Labor Party,Vic,Aston,Key Stakeholder Relations Specialist at HESTA from 29.8.2022 to 5.4.2023.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/299962
299962,"DOYLE, Mary",Member,Australian Labor Party,Vic,Aston,Organiser for the National Tertiary Education Union from 15.4.2021 to 15.8.2022.,Union / worker organisation,https://handbook.aph.gov.au/parliamentarians/299962
299962,"DOYLE, Mary",Member,Australian Labor Party,Vic,Aston,Partnerships Manager/Marketing Officer for the Australian Council of Trade Unions from 11.5.2009 to 1.2.2021.,Union / worker organisation,https://handbook.aph.gov.au/parliamentarians/299962
299962,"DOYLE, Mary",Member,Australian Labor Party,Vic,Aston,Area Organiser for the Health and Community Services Union from 23.7.2007 to 28.11.2008.,Union / worker organisation,https://handbook.aph.gov.au/parliamentarians/299962
299962,"DOYLE, Mary",Member,Australian Labor Party,Vic,Aston,Organiser for the Finance Sector Union from 6.3.2000 to 19.7.2007.,Union / worker organisation,https://handbook.aph.gov.au/parliamentarians/299962
299962,"DOYLE, Mary",Member,Australian Labor Party,Vic,Aston,Call Centre Administration Officer for HBA Health Insurance from 4.8.1997 to 25.2.2000.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/299962
299962,"DOYLE, Mary",Member,Australian Labor Party,Vic,Aston,Administration Officer for NEC Sales and Service from April 1996 to November 1996.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/299962
299962,"DOYLE, Mary",Member,Australian Labor Party,Vic,Aston,Call Centre Operator at TAB Telephone Betting from April 1990 to April 1996.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/299962
HWG,"DREYFUS, the Hon. Mark Alfred, KC",Member,Australian Labor Party,Vic,Isaacs,Barrister from 1987 to 2007.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/HWG
HWG,"DREYFUS, the Hon. Mark Alfred, KC",Member,Australian Labor Party,Vic,Isaacs,"Ministerial adviser to the Attorney-General, Minister for Planning and Minister for Corrections (Vic.) from 1985 to 1987.",Political employment,https://handbook.aph.gov.au/parliamentarians/HWG
HWG,"DREYFUS, the Hon. Mark Alfred, KC",Member,Australian Labor Party,Vic,Isaacs,"Research Fellow at the National Research Institute of Gerontology and Geriatric Medicine, 1982.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/HWG
HWG,"DREYFUS, the Hon. Mark Alfred, KC",Member,Australian Labor Party,Vic,Isaacs,Solicitor from 1982 to 1985.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/HWG
HWG,"DREYFUS, the Hon. Mark Alfred, KC",Member,Australian Labor Party,Vic,Isaacs,"Field officer of the Northern Land Council, Darwin, from 1979 to 1981.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/HWG
263418,"DUNIAM, the Hon. Jonathon (Jonno) Roy",Senator,Liberal Party of Australia,Tas,,Deputy Chief of Staff to the Premier (Tas.) the Hon. W Hodgman MP from 2014 to 2016.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/263418
263418,"DUNIAM, the Hon. Jonathon (Jonno) Roy",Senator,Liberal Party of Australia,Tas,,Deputy Chief of Staff to the Leader of the Opposition (Tas.) the Hon. W Hodgman MP from 2010 to 2014.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/263418
263418,"DUNIAM, the Hon. Jonathon (Jonno) Roy",Senator,Liberal Party of Australia,Tas,,Chief of Staff to Senator the Hon. S Parry from 2009 to 2010.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/263418
263418,"DUNIAM, the Hon. Jonathon (Jonno) Roy",Senator,Liberal Party of Australia,Tas,,Adviser to Senator the Hon. E Abetz from 2005 to 2009.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/263418
263418,"DUNIAM, the Hon. Jonathon (Jonno) Roy",Senator,Liberal Party of Australia,Tas,,Electorate Officer for Senator the Hon. P Calvert from 2003 to 2005.,Political employment,https://handbook.aph.gov.au/parliamentarians/263418
DZW,"ELLIOT, the Hon. Maria Justine (Justine)",Member,Australian Labor Party,NSW,Richmond,"Juvenile Justice Conference Convener, Department of Juvenile Justice (NSW) from 2002 to 2003.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/DZW
DZW,"ELLIOT, the Hon. Maria Justine (Justine)",Member,Australian Labor Party,NSW,Richmond,Police officer from 1990 to 1997.,Public service / defence (explicit role),https://handbook.aph.gov.au/parliamentarians/DZW
62329,"FARLEY, David",Member,One Nation,NSW,Farrer,Not recorded,Unknown,https://handbook.aph.gov.au/parliamentarians/62329
I0N,"FARRELL, the Hon. Donald (Don) Edward",Senator,Australian Labor Party,SA,,"Founder of Farrell Wines, Clare Valley (SA) from 2014 to 2016.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/I0N
I0N,"FARRELL, the Hon. Donald (Don) Edward",Senator,Australian Labor Party,SA,,Secretary for the Shop Distributive and Allied Employees' Association from 1993 to 2008.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/I0N
I0N,"FARRELL, the Hon. Donald (Don) Edward",Senator,Australian Labor Party,SA,,Assistant Secretary for the Shop Distributive and Allied Employees' Association from 1980 to 1993.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/I0N
I0N,"FARRELL, the Hon. Donald (Don) Edward",Senator,Australian Labor Party,SA,,Industrial Officer for the Shop Distributive and Allied Employees' Association from 1976 to 1980.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/I0N
I0N,"FARRELL, the Hon. Donald (Don) Edward",Senator,Australian Labor Party,SA,,"Waiter, 1975.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/I0N
I0N,"FARRELL, the Hon. Donald (Don) Edward",Senator,Australian Labor Party,SA,,"Council worker, 1974.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/I0N
I0N,"FARRELL, the Hon. Donald (Don) Edward",Senator,Australian Labor Party,SA,,"Mail sorter, 1972.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/I0N
I0N,"FARRELL, the Hon. Donald (Don) Edward",Senator,Australian Labor Party,SA,,Shop assistant at Cleland National Park from 1970 to 1976.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/I0N
250362,"FARUQI, Dr Mehreen Saeed",Senator,Australian Greens,NSW,,Associate Professor and Academic Director MBT of the Australian School of Management at the University of New South Wales from September 2010 to June 2013.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/250362
250362,"FARUQI, Dr Mehreen Saeed",Senator,Australian Greens,NSW,,Manager of Environment and Services at Mosman Council (NSW) from January 2009 to August 2010.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/250362
250362,"FARUQI, Dr Mehreen Saeed",Senator,Australian Greens,NSW,,"Director and Lecturer, Institute of Environmental Studies (UNSW) from August 2004 to April 2008.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/250362
250362,"FARUQI, Dr Mehreen Saeed",Senator,Australian Greens,NSW,,Manager for Natural Resources and Environmental Engineer at Port Macquarie-Hastings Council (NSW) from August 2001 to August 2004.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/250362
250362,"FARUQI, Dr Mehreen Saeed",Senator,Australian Greens,NSW,,Environmental Engineer at Sinclair Knight Merz from March 1999 to June 2001.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/250362
250362,"FARUQI, Dr Mehreen Saeed",Senator,Australian Greens,NSW,,Research Fellow and Research Assistant at the University of New South Wales from January 1993 to February 1999.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/250362
299964,"FERNANDO, Cassandra",Member,Australian Labor Party,Vic,Holt,Trade Union Official from 2017 to 2022.,Union / worker organisation,https://handbook.aph.gov.au/parliamentarians/299964
299964,"FERNANDO, Cassandra",Member,Australian Labor Party,Vic,Holt,Pastry Chef from 2008 to 2017.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/299964
299964,"FERNANDO, Cassandra",Member,Australian Labor Party,Vic,Holt,Shop Assistant at Woolworths from 2002 to 2017.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/299964
270198,"FRANCE, Ali",Member,Australian Labor Party,Qld,Dickson,Not recorded,Unknown,https://handbook.aph.gov.au/parliamentarians/270198
265979,"FREELANDER, Dr Michael (Mike) Randolph",Member,Australian Labor Party,NSW,Macarthur,Paediatrician from 1978.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/265979
316550,"FRENCH, Tom",Member,Australian Labor Party,WA,Moore,Not recorded,Unknown,https://handbook.aph.gov.au/parliamentarians/316550
ING,"GALLAGHER, the Hon. Katherine (Katy) Ruth",Senator,Australian Labor Party,ACT,,Organiser for the Community and Public Sector Union from 1998 to 2001.,Union / worker organisation,https://handbook.aph.gov.au/parliamentarians/ING
ING,"GALLAGHER, the Hon. Katherine (Katy) Ruth",Senator,Australian Labor Party,ACT,,Community Worker from 1993 to 1998.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/ING
295588,"GARLAND, Dr Carina Mary Lindsay",Member,Australian Labor Party,Vic,Chisholm,Academic,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/295588
295588,"GARLAND, Dr Carina Mary Lindsay",Member,Australian Labor Party,Vic,Chisholm,Assistant Secretary of the Victorian Trades Hall Council.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/295588
324140,"GATENBY, Chris",Senator,Liberal Party of Australia,Tas,,Not recorded,Unknown,https://handbook.aph.gov.au/parliamentarians/324140
261393,"GEE, the Hon. Andrew Robert",Member,Independent,NSW,Calare,Barrister from 2003 to 2011.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/261393
DZY,"GEORGANAS, Steven (Steve)",Member,Australian Labor Party,SA,Adelaide,Director of the West Adelaide Football Club (SANFL) Board from 2013 to 2016.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/DZY
DZY,"GEORGANAS, Steven (Steve)",Member,Australian Labor Party,SA,Adelaide,Director of the Statewide Super Board from 2013 to 2016.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/DZY
DZY,"GEORGANAS, Steven (Steve)",Member,Australian Labor Party,SA,Adelaide,"Ministerial adviser to the Hon. J Weatherill, MHA (SA) from 2002 to 2004.",Political employment,https://handbook.aph.gov.au/parliamentarians/DZY
DZY,"GEORGANAS, Steven (Steve)",Member,Australian Labor Party,SA,Adelaide,Electorate officer from 1996 to 2002.,Political employment,https://handbook.aph.gov.au/parliamentarians/DZY
DZY,"GEORGANAS, Steven (Steve)",Member,Australian Labor Party,SA,Adelaide,Underwriter in Financial Services from 1987 to 1996.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/DZY
DZY,"GEORGANAS, Steven (Steve)",Member,Australian Labor Party,SA,Adelaide,Taxi driver from 1980 to 1987.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/DZY
257613,"GHOSH, Varun",Senator,Australian Labor Party,WA,,Not recorded,Unknown,https://handbook.aph.gov.au/parliamentarians/257613
243609,"GILES, the Hon. Andrew James",Member,Australian Labor Party,Vic,Scullin,Principal lawyer at Slater and Gordon from 2012 to 2013.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/243609
243609,"GILES, the Hon. Andrew James",Member,Australian Labor Party,Vic,Scullin,Senior Associate at Holding Redlich.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/243609
243609,"GILES, the Hon. Andrew James",Member,Australian Labor Party,Vic,Scullin,Chief of Staff and Senior Adviser to Ministers G Jennings and L D'Ambrosio (Vic.).,Political employment,https://handbook.aph.gov.au/parliamentarians/243609
243609,"GILES, the Hon. Andrew James",Member,Australian Labor Party,Vic,Scullin,Electorate officer,Political employment,https://handbook.aph.gov.au/parliamentarians/243609
74519,"GORMAN, the Hon. Patrick",Member,Australian Labor Party,WA,Perth,Secretary of the Australian Labor Party (WA Branch).,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/74519
74519,"GORMAN, the Hon. Patrick",Member,Australian Labor Party,WA,Perth,"Principal Adviser to the Prime Minister, the Hon. K Rudd, MP.",Political employment,https://handbook.aph.gov.au/parliamentarians/74519
245392,"GOSLING, Luke John Anthony, OAM",Member,Australian Labor Party,NT,Solomon,"Advisor to the Senator for the Northern Territory and Member for Lingiari (NT), from 2011 to 2016.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/245392
245392,"GOSLING, Luke John Anthony, OAM",Member,Australian Labor Party,NT,Solomon,Chief Executive Officer of the St Vincent de Paul Society from 2010 to 2011.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/245392
245392,"GOSLING, Luke John Anthony, OAM",Member,Australian Labor Party,NT,Solomon,"Founder of the Remote Area Health Corps, 2008.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/245392
245392,"GOSLING, Luke John Anthony, OAM",Member,Australian Labor Party,NT,Solomon,Advisor to the President of Timor-Leste from 2008 to 2010.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/245392
245392,"GOSLING, Luke John Anthony, OAM",Member,Australian Labor Party,NT,Solomon,"Military Officer in the Australian Army, Timor-Leste from 2005 to 2008.",Public service / defence (explicit role),https://handbook.aph.gov.au/parliamentarians/245392
245392,"GOSLING, Luke John Anthony, OAM",Member,Australian Labor Party,NT,Solomon,"Founder of Life, Love and Health not-for-profit (Timor-Leste) from 2002 to 2005.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/245392
245392,"GOSLING, Luke John Anthony, OAM",Member,Australian Labor Party,NT,Solomon,Military Officer from 1990 to 2001.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/245392
259819,"GREEN, the Hon. Nita Louise",Senator,Australian Labor Party,Qld,,Adviser to Senator M Watt.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/259819
259819,"GREEN, the Hon. Nita Louise",Senator,Australian Labor Party,Qld,,Lawyer at Maurice Blackburn Lawyers,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/259819
259819,"GREEN, the Hon. Nita Louise",Senator,Australian Labor Party,Qld,,Industrial Officer for the Australian Manufacturing Workers' Union.,Union / worker organisation,https://handbook.aph.gov.au/parliamentarians/259819
315154,"GREGG, Matt",Member,Australian Labor Party,Vic,Deakin,Lawyer,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/315154
315154,"GREGG, Matt",Member,Australian Labor Party,Vic,Deakin,Teacher,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/315154
296331,"GROGAN, Karen Ann",Senator,Australian Labor Party,SA,,National Political Coordinator for the United Workers Union from August 2019 to September 2021.,Union / worker organisation,https://handbook.aph.gov.au/parliamentarians/296331
296331,"GROGAN, Karen Ann",Senator,Australian Labor Party,SA,,Executive Director of Wentworth Group of Concerned Scientists from November 2018 to August 2019.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/296331
296331,"GROGAN, Karen Ann",Senator,Australian Labor Party,SA,,Deputy Chief of Staff to the Opposition Leader (SA) from March 2018 to September 2018.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/296331
296331,"GROGAN, Karen Ann",Senator,Australian Labor Party,SA,,Deputy Chief of Staff to the Premier (SA) from March 2017 to March 2018.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/296331
296331,"GROGAN, Karen Ann",Senator,Australian Labor Party,SA,,Chief of Staff to the Hon Mark Butler MP from September 2010 to October 2016.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/296331
296331,"GROGAN, Karen Ann",Senator,Australian Labor Party,SA,,Chief Executive Officer for the South Australian Council of Social Service from September 2004 to October 2009.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/296331
282335,"HAINES, Dr Helen Mary",Member,Independent,Vic,Indi,"Executive Director for Education and Research at Northeast Health, Wangaratta from 2018 to 2019.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/282335
282335,"HAINES, Dr Helen Mary",Member,Independent,Vic,Indi,Company director at Indigo Power from 2018 to 2019.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/282335
282335,"HAINES, Dr Helen Mary",Member,Independent,Vic,Indi,"Board member at St Catherine's, Wangaratta from 2016 to 2019.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/282335
282335,"HAINES, Dr Helen Mary",Member,Independent,Vic,Indi,"Adjunct Visiting Research Fellow at Uppsala Universitet, Sweden from 2014 to 2019.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/282335
282335,"HAINES, Dr Helen Mary",Member,Independent,Vic,Indi,"Postdoctoral fellow at Karolinska Institutet, Sweden, 2014.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/282335
282335,"HAINES, Dr Helen Mary",Member,Independent,Vic,Indi,Company director at Hume Medicare Local from 2012 to 2015.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/282335
282335,"HAINES, Dr Helen Mary",Member,Independent,Vic,Indi,Board member of the Wangaratta Unlimited Economic Advisory Board from 2010 to 2016.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/282335
282335,"HAINES, Dr Helen Mary",Member,Independent,Vic,Indi,Director of the Rural Academic Health Network from 2007 to 2019.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/282335
282335,"HAINES, Dr Helen Mary",Member,Independent,Vic,Indi,"Senior Research Fellow at the Department of Rural Health, University of Melbourne from 2007 to 2019.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/282335
282335,"HAINES, Dr Helen Mary",Member,Independent,Vic,Indi,Chairperson of the Ovens and King Community Health Board from 2000 to 2010.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/282335
291387,"HAMILTON, Garth Russell",Member,Liberal Party of Australia,Qld,Groom,Research Coordinator for CRC ORE from 2019 to 2020.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/291387
291387,"HAMILTON, Garth Russell",Member,Liberal Party of Australia,Qld,Groom,Programme Director for Racing Queensland from 2018 to 2019.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/291387
291387,"HAMILTON, Garth Russell",Member,Liberal Party of Australia,Qld,Groom,Director of Define Construction from 2016 to 2018.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/291387
291387,"HAMILTON, Garth Russell",Member,Liberal Party of Australia,Qld,Groom,Programme Director at Buro Happold from 2015 to 2016.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/291387
291387,"HAMILTON, Garth Russell",Member,Liberal Party of Australia,Qld,Groom,Project Manager at Macmahon from 2012 to 2015.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/291387
291387,"HAMILTON, Garth Russell",Member,Liberal Party of Australia,Qld,Groom,Project Manager at Arcadis from 2010 to 2012.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/291387
291387,"HAMILTON, Garth Russell",Member,Liberal Party of Australia,Qld,Groom,Project Manager at Balfour Beatty from 2007 to 2010.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/291387
BK6,"HANSON, Pauline Lee",Senator,One Nation,Qld,,Small business owner from 1978 to 1997.,Private enterprise (explicit role),https://handbook.aph.gov.au/parliamentarians/BK6
BK6,"HANSON, Pauline Lee",Senator,One Nation,Qld,,Mother of four,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/BK6
I0U,"HANSON-YOUNG, Sarah Coral",Senator,Australian Greens,SA,,Freelance writer and columnist from 2007.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/I0U
I0U,"HANSON-YOUNG, Sarah Coral",Senator,Australian Greens,SA,,"Bank teller at BankSA, 2004.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/I0U
I0U,"HANSON-YOUNG, Sarah Coral",Senator,Australian Greens,SA,,Campaign manager for Amnesty International (SA/NT) from 2004 to 2008.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/I0U
I0U,"HANSON-YOUNG, Sarah Coral",Senator,Australian Greens,SA,,"President of the Students' Association, University of Adelaide (SA), 2003.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/I0U
I0U,"HANSON-YOUNG, Sarah Coral",Senator,Australian Greens,SA,,"Environment Officer for the Students' Association, University of Adelaide (SA) from 2001 to 2002.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/I0U
I0U,"HANSON-YOUNG, Sarah Coral",Senator,Australian Greens,SA,,Customer service at the Adelaide Central Markets from 2000 to 2003.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/I0U
260805,"HASTIE, the Hon. Andrew William",Member,Liberal Party of Australia,WA,Canning,Army Officer from 2007 to 2015.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/260805
HWO,"HAWKE, the Hon. Alexander (Alex) George",Member,Liberal Party of Australia,NSW,Mitchell,"Adviser to R Williams, MLA, 2007.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/HWO
HWO,"HAWKE, the Hon. Alexander (Alex) George",Member,Liberal Party of Australia,NSW,Mitchell,"Adviser to the Hon. D Clarke, MLC from 2003 to 2007.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/HWO
HWO,"HAWKE, the Hon. Alexander (Alex) George",Member,Liberal Party of Australia,NSW,Mitchell,"Adviser to the Minister for Revenue and Assistant Treasurer, Senator the Hon. H Coonan from 2001 to 2003.",Political employment,https://handbook.aph.gov.au/parliamentarians/HWO
HWO,"HAWKE, the Hon. Alexander (Alex) George",Member,Liberal Party of Australia,NSW,Mitchell,"Retail manager, 1998.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/HWO
ZN4,"HENDERSON, the Hon. Sarah Moya",Senator,Liberal Party of Australia,Vic,,"Senior Consultant at Clifton Group, 2011.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/ZN4
ZN4,"HENDERSON, the Hon. Sarah Moya",Senator,Liberal Party of Australia,Vic,,Head of Business Affairs at National Indigenous Television from 2008 to 2009.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/ZN4
ZN4,"HENDERSON, the Hon. Sarah Moya",Senator,Liberal Party of Australia,Vic,,Network Business Manager (Programming) at Network Ten from 2004 to 2006.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/ZN4
ZN4,"HENDERSON, the Hon. Sarah Moya",Senator,Liberal Party of Australia,Vic,,Principal at Kudos Management from 2002 to 2004.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/ZN4
ZN4,"HENDERSON, the Hon. Sarah Moya",Senator,Liberal Party of Australia,Vic,,Articled clerk and solicitor at Allens Arthur Robinson (formerly Arthur Robinson & Hedderwicks) from 2001 to 2002.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/ZN4
ZN4,"HENDERSON, the Hon. Sarah Moya",Senator,Liberal Party of Australia,Vic,,"Attorney at News Corporation, New York (US) from 1999 to 2000.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/ZN4
ZN4,"HENDERSON, the Hon. Sarah Moya",Senator,Liberal Party of Australia,Vic,,"Admitted to the Supreme Court as solicitor and barrister (Vic.), 1999.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/ZN4
ZN4,"HENDERSON, the Hon. Sarah Moya",Senator,Liberal Party of Australia,Vic,,Articled clerk and solicitor at Allens Arthur Robinson (formerly Arthur Robinson & Hedderwicks) from 1998 to 1999.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/ZN4
ZN4,"HENDERSON, the Hon. Sarah Moya",Senator,Liberal Party of Australia,Vic,,Reporter and presenter for ABC-TV from 1989 to 1997.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/ZN4
ZN4,"HENDERSON, the Hon. Sarah Moya",Senator,Liberal Party of Australia,Vic,,"Reporter and presenter for 10 News, Melbourne (Vic.) from 1987 to 1988.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/ZN4
ZN4,"HENDERSON, the Hon. Sarah Moya",Senator,Liberal Party of Australia,Vic,,"Reporter and presenter for 9 News, Brisbane (Qld) from 1985 to 1986.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/ZN4
ZN4,"HENDERSON, the Hon. Sarah Moya",Senator,Liberal Party of Australia,Vic,,"Reporter for 7 News, Melbourne (Vic.) from 1982 to 1985.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/ZN4
86256,"HILL, the Hon. Julian Christopher",Member,Australian Labor Party,Vic,Bruce,"Executive Director at the Department of Economic Development, Jobs, Transport and Resources (Vic.) from 2014 to 2016.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/86256
86256,"HILL, the Hon. Julian Christopher",Member,Australian Labor Party,Vic,Bruce,"Executive Director at the Department of State Development, Business and Innovation (Vic.) from 2013 to 2014.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/86256
86256,"HILL, the Hon. Julian Christopher",Member,Australian Labor Party,Vic,Bruce,Executive Director at the Department of Planning and Community Development (Vic.) from 2007 to 2013.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/86256
86256,"HILL, the Hon. Julian Christopher",Member,Australian Labor Party,Vic,Bruce,Executive Director and other senior roles in the Department of Sustainability and Environment (Vic.) from 2002 to 2007.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/86256
86256,"HILL, the Hon. Julian Christopher",Member,Australian Labor Party,Vic,Bruce,Mayor of the City of Port Phillip from 2000 to 2002.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/86256
86256,"HILL, the Hon. Julian Christopher",Member,Australian Labor Party,Vic,Bruce,"Electorate Officer for A Griffin, MP from 1995 to 2000.",Political employment,https://handbook.aph.gov.au/parliamentarians/86256
310860,"HODGINS-MAY, Steph",Senator,Australian Greens,Vic,,Head of Pacific for Greenpeace Australia Pacific from 2020 to 2023.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/310860
